UserId,MFAMethod,CreatedAt,ClientIP,Application,Browser,OS,Unit,Title
U4223,SMS,2025-05-16 15:35:12,172.19.169.175,CRM,Chrome,Linux,Satış,Uzman
U4223,SMS,2025-05-03 16:15:15,172.19.169.175,HR System,Chrome,Linux,Satış,Uzman
U4223,SMS,2025-05-14 09:07:42,172.19.169.175,HR System,Chrome,Windows 10,Satış,Uzman
U4224,Mail,2025-05-27 10:22:39,192.168.6.145,HR System,Firefox,Windows 10,Bilgi İşlem,Yönetici
U4224,SMS,2025-05-12 11:12:43,192.168.6.145,CRM,Chrome,Windows 10,Bilgi İşlem,Yönetici
U4224,OTP,2025-05-28 17:59:09,192.168.6.145,HR System,Chrome,Windows 10,Bilgi İşlem,Yönetici
U4225,SMS,2025-05-11 15:30:01,172.22.97.240,CRM,Chrome,Windows 10,Bilgi İşlem,Yönetici
U4225,OTP,2025-05-20 12:35:30,172.22.97.240,CRM,Firefox,Windows 10,Bilgi İşlem,Yönetici
U4225,SMS,2025-05-22 14:37:57,172.22.97.240,HR System,Chrome,Windows 10,Bilgi İşlem,Yönetici
U4226,SMS,2025-05-03 15:41:00,10.150.43.127,HR System,Firefox,Linux,Finans,Takım Lideri
U4226,SMS,2025-05-01 13:55:06,10.150.43.127,HR System,Chrome,Windows 10,Finans,Takım Lideri
U4226,OTP,2025-05-16 09:57:20,10.150.43.127,CRM,Chrome,Windows 10,Finans,Takım Lideri
U4227,SMS,2025-05-17 08:15:59,10.67.225.134,HR System,Chrome,Windows 10,İK,Takım Lideri
U4227,SMS,2025-05-12 13:43:22,10.67.225.134,CRM,Safari,Linux,İK,Takım Lideri
U4227,SMS,2025-05-21 12:51:03,10.67.225.134,HR System,Edge,macOS,İK,Takım Lideri
U4228,SMS,2025-05-13 11:09:21,192.168.63.166,CRM,Firefox,Windows 10,Bilgi İşlem,Yönetici
U4228,SMS,2025-05-21 18:39:55,192.168.63.166,HR System,Chrome,Windows 10,Bilgi İşlem,Yönetici
U4228,SMS,2025-05-11 12:58:38,192.168.63.166,CRM,Chrome,Windows 10,Bilgi İşlem,Yönetici
U4229,Mail,2025-05-17 12:44:45,192.168.213.68,HR System,Safari,Linux,Satış,Uzman
U4229,Mail,2025-05-19 10:41:59,192.168.213.68,HR System,Chrome,Windows 10,Satış,Uzman
U4229,OTP,2025-05-27 09:11:20,192.168.213.68,CRM,Firefox,macOS,Satış,Uzman
U4230,OTP,2025-05-27 12:28:47,10.229.144.42,HR System,Chrome,Windows 10,İK,Stajyer
U4230,Mail,2025-05-25 10:11:01,10.229.144.42,HR System,Firefox,Windows 10,İK,Stajyer
U4230,SMS,2025-05-22 17:14:14,10.229.144.42,CRM,Firefox,Windows 10,İK,Stajyer
U4231,SMS,2025-05-16 10:54:24,172.17.225.83,CRM,Chrome,Windows 10,İK,Yönetici
U4231,SMS,2025-05-14 08:59:17,172.17.225.83,CRM,Firefox,Windows 10,İK,Yönetici
U4231,SMS,2025-05-16 15:55:39,172.17.225.83,HR System,Edge,Windows 10,İK,Yönetici
U4232,SMS,2025-05-24 13:25:39,192.168.220.170,CRM,Chrome,Windows 10,Bilgi İşlem,Stajyer
U4232,SMS,2025-05-17 08:56:15,192.168.220.170,CRM,Chrome,Windows 10,Bilgi İşlem,Stajyer
U4232,SMS,2025-05-10 18:03:12,192.168.220.170,HR System,Firefox,Windows 10,Bilgi İşlem,Stajyer
U4233,SMS,2025-05-02 12:39:58,192.168.197.137,CRM,Chrome,Windows 10,Satış,Stajyer
U4233,SMS,2025-05-04 09:46:32,192.168.197.137,CRM,Chrome,Windows 10,Satış,Stajyer
U4233,Mail,2025-05-19 00:11:29,172.21.36.65,CRM,Safari,Windows 10,Satış,Stajyer
U4234,SMS,2025-05-26 18:58:45,10.247.154.3,CRM,Chrome,macOS,Finans,Yönetici
U4234,OTP,2025-05-17 18:23:05,10.247.154.3,CRM,Chrome,Windows 10,Finans,Yönetici
U4234,Mail,2025-05-11 23:10:58,10.64.78.226,CRM,Firefox,Windows 10,Finans,Yönetici
U4235,OTP,2025-05-24 14:19:19,192.168.147.254,HR System,Chrome,Windows 10,Satış,Takım Lideri
U4235,OTP,2025-05-20 10:12:00,192.168.147.254,CRM,Chrome,macOS,Satış,Takım Lideri
U4235,OTP,2025-05-20 16:51:00,192.168.147.254,CRM,Chrome,Windows 10,Satış,Takım Lideri
U4236,SMS,2025-05-20 15:05:38,172.19.108.56,HR System,Firefox,Windows 10,İK,Stajyer
U4236,SMS,2025-05-05 11:03:11,172.19.108.56,HR System,Chrome,macOS,İK,Stajyer
U4236,SMS,2025-05-20 18:36:53,172.19.108.56,CRM,Chrome,Windows 10,İK,Stajyer
U4237,SMS,2025-05-22 18:18:39,172.25.70.178,CRM,Safari,macOS,Satış,Uzman
U4237,OTP,2025-05-03 13:59:02,172.25.70.178,HR System,Chrome,Windows 10,Satış,Uzman
U4237,SMS,2025-05-27 09:48:27,172.25.70.178,HR System,Chrome,Windows 10,Satış,Uzman
U4238,SMS,2025-05-07 16:26:33,172.28.206.106,CRM,Chrome,macOS,Finans,Yönetici
U4238,OTP,2025-05-16 18:33:05,172.28.206.106,HR System,Chrome,macOS,Finans,Yönetici
U4238,SMS,2025-05-20 12:33:36,172.28.206.106,CRM,Firefox,Windows 10,Finans,Yönetici
U4239,OTP,2025-05-08 10:56:39,10.34.171.212,CRM,Chrome,Windows 10,İK,Stajyer
U4239,OTP,2025-05-24 18:50:07,10.34.171.212,HR System,Chrome,Windows 10,İK,Stajyer
U4239,SMS,2025-05-07 16:51:40,10.34.171.212,CRM,Firefox,Windows 10,İK,Stajyer
U4240,OTP,2025-05-11 12:32:35,172.19.203.39,CRM,Firefox,Windows 10,Bilgi İşlem,Yönetici
U4240,SMS,2025-05-27 17:39:01,172.19.203.39,HR System,Edge,Linux,Bilgi İşlem,Yönetici
U4240,SMS,2025-05-26 07:58:30,10.252.142.176,CRM,Safari,Windows 10,Bilgi İşlem,Yönetici
U4241,Mail,2025-05-14 15:50:52,192.168.240.122,CRM,Edge,Windows 10,İK,Yönetici
U4241,SMS,2025-05-18 18:20:35,192.168.240.122,HR System,Firefox,macOS,İK,Yönetici
U4241,OTP,2025-05-09 13:04:09,192.168.240.122,HR System,Safari,Windows 10,İK,Yönetici
U4242,OTP,2025-05-28 10:38:07,192.168.152.81,HR System,Firefox,Windows 10,Satış,Stajyer
U4242,SMS,2025-05-03 08:17:26,192.168.152.81,CRM,Chrome,macOS,Satış,Stajyer
U4242,SMS,2025-05-10 12:13:33,192.168.152.81,HR System,Firefox,macOS,Satış,Stajyer
U4243,Mail,2025-05-16 16:01:51,172.17.90.160,CRM,Chrome,Linux,Bilgi İşlem,Stajyer
U4243,SMS,2025-05-11 16:19:49,172.17.90.160,CRM,Edge,Linux,Bilgi İşlem,Stajyer
U4243,SMS,2025-05-24 18:08:13,172.17.90.160,HR System,Firefox,Windows 10,Bilgi İşlem,Stajyer
U4244,OTP,2025-05-20 08:43:54,10.216.41.6,HR System,Chrome,Windows 10,Bilgi İşlem,Yönetici
U4244,SMS,2025-05-24 16:49:42,10.216.41.6,HR System,Firefox,Windows 10,Bilgi İşlem,Yönetici
U4244,SMS,2025-05-09 11:12:18,10.216.41.6,HR System,Firefox,Windows 10,Bilgi İşlem,Yönetici
U4245,SMS,2025-05-18 09:00:39,10.17.97.128,CRM,Chrome,Windows 10,Satış,Yönetici
U4245,SMS,2025-05-26 12:09:45,10.17.97.128,CRM,Chrome,Windows 10,Satış,Yönetici
U4245,SMS,2025-05-02 13:34:28,10.17.97.128,HR System,Safari,Windows 10,Satış,Yönetici
U4246,OTP,2025-05-06 09:27:25,10.29.243.21,HR System,Firefox,Windows 10,İK,Takım Lideri
U4246,OTP,2025-05-22 11:45:48,10.29.243.21,CRM,Safari,macOS,İK,Takım Lideri
U4246,OTP,2025-05-03 15:36:08,10.29.243.21,HR System,Chrome,Windows 10,İK,Takım Lideri
U4247,OTP,2025-05-28 11:14:09,192.168.170.55,HR System,Safari,Windows 10,İK,Stajyer
U4247,OTP,2025-05-28 18:21:50,192.168.170.55,HR System,Chrome,Windows 10,İK,Stajyer
U4247,OTP,2025-05-15 09:22:30,192.168.170.55,HR System,Firefox,Windows 10,İK,Stajyer
U4248,SMS,2025-05-26 14:52:45,192.168.76.139,CRM,Firefox,Windows 10,Satış,Takım Lideri
U4248,SMS,2025-05-08 14:37:26,192.168.76.139,CRM,Safari,Windows 10,Satış,Takım Lideri
U4248,SMS,2025-05-23 13:13:52,192.168.76.139,HR System,Chrome,Windows 10,Satış,Takım Lideri
U4249,Mail,2025-05-24 18:42:04,192.168.64.124,HR System,Chrome,Windows 10,Satış,Uzman
U4249,SMS,2025-05-27 13:35:06,192.168.64.124,HR System,Safari,Windows 10,Satış,Uzman
U4249,OTP,2025-05-20 09:43:52,192.168.64.124,HR System,Chrome,Windows 10,Satış,Uzman
U4250,Mail,2025-05-19 11:52:08,172.28.93.38,CRM,Firefox,Windows 10,Bilgi İşlem,Takım Lideri
U4250,SMS,2025-05-13 15:34:18,172.28.93.38,HR System,Chrome,Windows 10,Bilgi İşlem,Takım Lideri
U4250,Mail,2025-05-26 13:19:36,172.28.93.38,HR System,Safari,Linux,Bilgi İşlem,Takım Lideri
U4251,SMS,2025-05-17 17:00:39,172.22.242.63,CRM,Edge,Windows 10,Finans,Takım Lideri
U4251,SMS,2025-05-23 16:03:00,172.22.242.63,HR System,Chrome,Windows 10,Finans,Takım Lideri
U4251,SMS,2025-05-23 08:15:27,172.22.242.63,HR System,Firefox,Windows 10,Finans,Takım Lideri
U4252,SMS,2025-05-05 18:11:30,192.168.140.18,HR System,Edge,Windows 10,İK,Uzman
U4252,SMS,2025-05-28 14:09:18,192.168.140.18,CRM,Chrome,Windows 10,İK,Uzman
U4252,SMS,2025-05-16 10:46:56,192.168.140.18,CRM,Chrome,Windows 10,İK,Uzman
U4253,SMS,2025-05-20 17:59:27,192.168.137.183,HR System,Chrome,Windows 10,İK,Stajyer
U4253,SMS,2025-05-14 13:14:11,192.168.137.183,HR System,Edge,Windows 10,İK,Stajyer
U4253,SMS,2025-05-18 16:17:26,192.168.137.183,CRM,Safari,Windows 10,İK,Stajyer
U4254,SMS,2025-05-03 17:30:44,192.168.178.117,HR System,Chrome,Windows 10,Finans,Takım Lideri
U4254,SMS,2025-05-16 17:05:15,192.168.178.117,CRM,Firefox,Windows 10,Finans,Takım Lideri
U4254,OTP,2025-05-02 20:19:39,192.168.49.127,CRM,Safari,macOS,Finans,Takım Lideri
U4255,SMS,2025-05-10 14:22:51,172.24.21.125,CRM,Firefox,Windows 10,İK,Yönetici
U4255,SMS,2025-05-19 12:46:50,172.24.21.125,HR System,Chrome,Windows 10,İK,Yönetici
U4255,SMS,2025-05-24 18:18:51,172.24.21.125,HR System,Chrome,Windows 10,İK,Yönetici
U4256,SMS,2025-05-09 12:08:39,10.96.34.116,HR System,Chrome,Windows 10,Bilgi İşlem,Yönetici
U4256,SMS,2025-05-24 10:58:37,10.96.34.116,HR System,Chrome,Windows 10,Bilgi İşlem,Yönetici
U4256,SMS,2025-05-26 11:31:11,10.96.34.116,CRM,Chrome,Windows 10,Bilgi İşlem,Yönetici
U4257,SMS,2025-05-25 15:48:26,172.16.146.148,HR System,Firefox,Windows 10,Satış,Uzman
U4257,SMS,2025-05-12 17:46:53,172.16.146.148,HR System,Firefox,Windows 10,Satış,Uzman
U4257,SMS,2025-05-16 10:29:25,172.16.146.148,CRM,Chrome,macOS,Satış,Uzman
U4258,SMS,2025-05-14 10:33:55,172.16.196.168,HR System,Chrome,Windows 10,İK,Yönetici
U4258,Mail,2025-05-04 16:43:02,172.16.196.168,HR System,Safari,Windows 10,İK,Yönetici
U4258,SMS,2025-05-11 18:54:17,172.16.196.168,CRM,Chrome,Windows 10,İK,Yönetici
U4259,SMS,2025-05-07 18:37:49,172.28.155.140,CRM,Chrome,Windows 10,İK,Uzman
U4259,SMS,2025-05-01 08:53:04,172.28.155.140,CRM,Firefox,Windows 10,İK,Uzman
U4259,SMS,2025-05-02 12:16:12,172.28.155.140,CRM,Chrome,Windows 10,İK,Uzman
U4260,SMS,2025-05-20 09:05:54,172.16.252.201,CRM,Edge,Windows 10,Satış,Takım Lideri
U4260,Mail,2025-05-22 12:18:29,172.16.252.201,HR System,Safari,Windows 10,Satış,Takım Lideri
U4260,OTP,2025-05-22 14:44:57,172.16.252.201,HR System,Chrome,macOS,Satış,Takım Lideri
U4261,SMS,2025-05-02 14:24:21,192.168.78.75,HR System,Chrome,Windows 10,Finans,Takım Lideri
U4261,SMS,2025-05-06 11:39:25,192.168.78.75,CRM,Chrome,macOS,Finans,Takım Lideri
U4261,Mail,2025-05-04 11:39:41,192.168.78.75,HR System,Chrome,Windows 10,Finans,Takım Lideri
U4262,SMS,2025-05-05 08:57:31,192.168.86.36,CRM,Safari,Windows 10,Finans,Stajyer
U4262,Mail,2025-05-11 12:09:44,192.168.86.36,CRM,Chrome,Linux,Finans,Stajyer
U4262,OTP,2025-05-13 15:30:27,192.168.86.36,CRM,Chrome,Windows 10,Finans,Stajyer
U4263,SMS,2025-05-12 17:34:59,172.29.192.181,HR System,Chrome,Windows 10,İK,Takım Lideri
U4263,OTP,2025-05-18 18:05:23,172.29.192.181,HR System,Chrome,Windows 10,İK,Takım Lideri
U4263,SMS,2025-05-06 12:41:12,172.29.192.181,HR System,Firefox,Windows 10,İK,Takım Lideri
U4264,SMS,2025-05-16 18:44:22,10.213.105.152,HR System,Firefox,Windows 10,İK,Takım Lideri
U4264,SMS,2025-05-19 11:01:46,10.213.105.152,HR System,Chrome,Windows 10,İK,Takım Lideri
U4264,OTP,2025-05-27 04:31:34,192.168.125.71,CRM,Chrome,macOS,İK,Takım Lideri
U4265,OTP,2025-05-07 08:25:07,172.30.229.44,HR System,Safari,macOS,Bilgi İşlem,Yönetici
U4265,SMS,2025-05-19 16:09:47,172.30.229.44,CRM,Chrome,Windows 10,Bilgi İşlem,Yönetici
U4265,SMS,2025-05-20 18:01:30,172.30.229.44,CRM,Chrome,Windows 10,Bilgi İşlem,Yönetici
U4266,SMS,2025-05-27 15:39:10,172.30.87.171,CRM,Chrome,Windows 10,Finans,Takım Lideri
U4266,SMS,2025-05-26 17:14:04,172.30.87.171,HR System,Edge,Linux,Finans,Takım Lideri
U4266,Mail,2025-05-04 18:25:20,172.30.87.171,CRM,Chrome,Linux,Finans,Takım Lideri
U4267,SMS,2025-05-03 17:11:21,172.30.220.112,CRM,Firefox,Windows 10,Satış,Takım Lideri
U4267,SMS,2025-05-15 13:35:10,172.30.220.112,CRM,Chrome,macOS,Satış,Takım Lideri
U4267,SMS,2025-05-25 18:39:24,172.30.220.112,HR System,Chrome,Windows 10,Satış,Takım Lideri
U4268,OTP,2025-05-26 14:44:51,10.129.121.58,CRM,Chrome,Windows 10,Bilgi İşlem,Yönetici
U4268,Mail,2025-05-08 16:28:26,10.129.121.58,CRM,Chrome,macOS,Bilgi İşlem,Yönetici
U4268,OTP,2025-05-27 17:05:40,10.129.121.58,HR System,Chrome,Windows 10,Bilgi İşlem,Yönetici
U4269,OTP,2025-05-12 16:06:39,172.30.130.233,CRM,Chrome,Windows 10,Satış,Takım Lideri
U4269,SMS,2025-05-07 11:17:03,172.30.130.233,CRM,Firefox,Linux,Satış,Takım Lideri
U4269,SMS,2025-05-06 15:31:11,172.30.130.233,CRM,Chrome,Windows 10,Satış,Takım Lideri
U4270,OTP,2025-05-26 12:21:39,172.30.161.246,HR System,Chrome,macOS,Satış,Stajyer
U4270,SMS,2025-05-26 16:11:10,172.30.161.246,CRM,Chrome,Windows 10,Satış,Stajyer
U4270,SMS,2025-05-11 15:37:37,172.30.161.246,HR System,Chrome,Windows 10,Satış,Stajyer
U4271,SMS,2025-05-28 11:47:26,192.168.109.217,CRM,Chrome,Windows 10,Satış,Takım Lideri
U4271,SMS,2025-05-05 08:56:27,192.168.109.217,HR System,Chrome,Windows 10,Satış,Takım Lideri
U4271,SMS,2025-05-21 15:46:12,192.168.109.217,HR System,Chrome,Windows 10,Satış,Takım Lideri
U4272,SMS,2025-05-15 10:07:54,192.168.83.240,CRM,Firefox,Windows 10,Bilgi İşlem,Yönetici
U4272,OTP,2025-05-26 12:38:10,192.168.83.240,CRM,Chrome,Windows 10,Bilgi İşlem,Yönetici
U4272,Mail,2025-05-28 03:05:26,10.67.94.92,HR System,Firefox,Linux,Bilgi İşlem,Yönetici
U4273,OTP,2025-05-14 12:00:46,172.30.217.182,CRM,Chrome,Windows 10,İK,Stajyer
U4273,Mail,2025-05-19 11:57:59,172.30.217.182,CRM,Chrome,Windows 10,İK,Stajyer
U4273,SMS,2025-05-17 07:46:49,172.19.84.228,HR System,Safari,macOS,İK,Stajyer
U4274,OTP,2025-05-18 15:15:05,192.168.225.137,HR System,Safari,Windows 10,Bilgi İşlem,Stajyer
U4274,SMS,2025-05-03 12:15:41,192.168.225.137,HR System,Chrome,Windows 10,Bilgi İşlem,Stajyer
U4274,Mail,2025-05-01 17:47:37,192.168.225.137,HR System,Firefox,macOS,Bilgi İşlem,Stajyer
U4275,SMS,2025-05-23 13:40:29,192.168.9.160,CRM,Chrome,Windows 10,İK,Uzman
U4275,OTP,2025-05-14 16:02:18,192.168.9.160,CRM,Firefox,Windows 10,İK,Uzman
U4275,SMS,2025-05-02 13:47:59,192.168.9.160,HR System,Edge,Windows 10,İK,Uzman
U4276,SMS,2025-05-12 17:02:23,10.167.33.87,CRM,Chrome,macOS,Finans,Stajyer
U4276,SMS,2025-05-18 10:21:15,10.167.33.87,HR System,Firefox,macOS,Finans,Stajyer
U4276,SMS,2025-05-25 11:48:47,10.167.33.87,HR System,Edge,Windows 10,Finans,Stajyer
U4277,SMS,2025-05-12 08:04:23,10.21.220.112,CRM,Chrome,Windows 10,İK,Yönetici
U4277,SMS,2025-05-15 16:57:18,10.21.220.112,CRM,Chrome,macOS,İK,Yönetici
U4277,SMS,2025-05-06 09:05:25,10.21.220.112,CRM,Chrome,Windows 10,İK,Yönetici
U4278,Mail,2025-05-17 10:55:13,10.215.47.181,CRM,Chrome,Linux,Satış,Stajyer
U4278,SMS,2025-05-16 16:59:08,10.215.47.181,HR System,Firefox,Windows 10,Satış,Stajyer
U4278,OTP,2025-05-28 11:04:01,10.215.47.181,HR System,Chrome,Windows 10,Satış,Stajyer
U4279,OTP,2025-05-17 17:42:44,10.137.32.48,HR System,Chrome,Windows 10,Finans,Stajyer
U4279,SMS,2025-05-09 12:10:50,10.137.32.48,HR System,Safari,macOS,Finans,Stajyer
U4279,SMS,2025-05-10 08:09:22,10.137.32.48,CRM,Firefox,Windows 10,Finans,Stajyer
U4280,Mail,2025-05-23 02:53:45,192.168.67.80,CRM,Firefox,Windows 10,Finans,Uzman
U4280,SMS,2025-05-19 09:02:20,10.169.97.178,HR System,Chrome,Windows 10,Finans,Uzman
U4280,SMS,2025-05-12 08:42:20,10.169.97.178,HR System,Chrome,Windows 10,Finans,Uzman
U4281,OTP,2025-05-16 08:25:59,10.157.41.254,HR System,Safari,Windows 10,Finans,Takım Lideri
U4281,OTP,2025-05-21 16:32:21,10.157.41.254,HR System,Edge,Linux,Finans,Takım Lideri
U4281,SMS,2025-05-26 17:42:09,10.157.41.254,HR System,Chrome,Windows 10,Finans,Takım Lideri
U4282,SMS,2025-05-04 10:43:35,172.31.3.156,HR System,Firefox,Windows 10,İK,Takım Lideri
U4282,SMS,2025-05-02 13:05:20,172.31.3.156,CRM,Chrome,Windows 10,İK,Takım Lideri
U4282,SMS,2025-05-03 12:12:01,172.31.3.156,HR System,Firefox,Linux,İK,Takım Lideri
U4283,SMS,2025-05-20 15:20:38,172.20.39.98,CRM,Safari,Windows 10,İK,Uzman
U4283,OTP,2025-05-14 02:45:54,10.0.97.186,HR System,Edge,Windows 10,İK,Uzman
U4283,Mail,2025-05-10 12:22:22,172.20.39.98,CRM,Chrome,macOS,İK,Uzman
U4284,Mail,2025-05-24 12:10:51,172.29.206.149,HR System,Firefox,Windows 10,İK,Stajyer
U4284,SMS,2025-05-05 17:38:05,172.29.206.149,HR System,Safari,Windows 10,İK,Stajyer
U4284,OTP,2025-05-19 13:04:59,172.29.206.149,CRM,Chrome,Windows 10,İK,Stajyer
U4285,SMS,2025-05-23 10:35:29,192.168.27.84,CRM,Chrome,macOS,Finans,Stajyer
U4285,OTP,2025-05-02 04:35:31,172.21.193.221,HR System,Safari,Linux,Finans,Stajyer
U4285,SMS,2025-05-26 15:14:01,192.168.27.84,HR System,Chrome,Windows 10,Finans,Stajyer
U4286,SMS,2025-05-10 18:42:57,10.74.73.167,HR System,Safari,Windows 10,İK,Takım Lideri
U4286,OTP,2025-05-09 00:07:48,192.168.28.61,CRM,Edge,Linux,İK,Takım Lideri
U4286,SMS,2025-05-28 15:36:27,10.74.73.167,HR System,Safari,macOS,İK,Takım Lideri
U4287,SMS,2025-05-02 12:10:37,172.27.29.243,HR System,Edge,Windows 10,Finans,Takım Lideri
U4287,SMS,2025-05-12 10:03:17,172.27.29.243,HR System,Chrome,Windows 10,Finans,Takım Lideri
U4287,SMS,2025-05-17 18:59:04,172.27.29.243,CRM,Firefox,Windows 10,Finans,Takım Lideri
U4288,OTP,2025-05-22 13:52:54,10.97.130.166,HR System,Firefox,Windows 10,Satış,Yönetici
U4288,OTP,2025-05-12 09:34:37,10.97.130.166,CRM,Chrome,Windows 10,Satış,Yönetici
U4288,SMS,2025-05-06 15:26:21,10.97.130.166,CRM,Chrome,macOS,Satış,Yönetici
U4289,OTP,2025-05-04 15:58:04,10.57.177.188,CRM,Chrome,Windows 10,Bilgi İşlem,Stajyer
U4289,OTP,2025-05-15 13:08:52,10.57.177.188,HR System,Chrome,Windows 10,Bilgi İşlem,Stajyer
U4289,SMS,2025-05-28 09:14:08,10.57.177.188,CRM,Chrome,Windows 10,Bilgi İşlem,Stajyer
U4290,SMS,2025-05-25 09:04:01,192.168.168.58,HR System,Chrome,Windows 10,Bilgi İşlem,Stajyer
U4290,SMS,2025-05-02 18:32:37,192.168.168.58,HR System,Chrome,Windows 10,Bilgi İşlem,Stajyer
U4290,SMS,2025-05-26 08:48:06,192.168.168.58,CRM,Chrome,Windows 10,Bilgi İşlem,Stajyer
U4291,Mail,2025-05-24 09:09:54,10.197.176.171,HR System,Chrome,macOS,Finans,Takım Lideri
U4291,Mail,2025-05-08 23:46:39,10.178.246.125,CRM,Chrome,Linux,Finans,Takım Lideri
U4291,SMS,2025-05-23 08:33:13,10.197.176.171,HR System,Chrome,macOS,Finans,Takım Lideri
U4292,OTP,2025-05-28 11:58:32,10.76.92.162,HR System,Firefox,Windows 10,Bilgi İşlem,Takım Lideri
U4292,SMS,2025-05-27 18:06:11,10.76.92.162,HR System,Chrome,Windows 10,Bilgi İşlem,Takım Lideri
U4292,SMS,2025-05-11 06:07:48,10.73.93.171,HR System,Chrome,Linux,Bilgi İşlem,Takım Lideri
U4293,OTP,2025-05-18 13:45:18,172.18.39.158,CRM,Chrome,Windows 10,Satış,Stajyer
U4293,SMS,2025-05-24 12:29:38,172.18.39.158,HR System,Chrome,Windows 10,Satış,Stajyer
U4293,OTP,2025-05-03 14:12:54,172.18.39.158,HR System,Safari,Windows 10,Satış,Stajyer
U4294,Mail,2025-05-15 21:06:25,10.252.122.189,CRM,Chrome,Windows 10,Bilgi İşlem,Stajyer
U4294,Mail,2025-05-19 14:25:44,10.88.181.210,CRM,Chrome,Linux,Bilgi İşlem,Stajyer
U4294,Mail,2025-05-28 13:12:38,10.88.181.210,CRM,Chrome,Windows 10,Bilgi İşlem,Stajyer
U4295,OTP,2025-05-25 17:37:17,10.0.228.30,HR System,Chrome,Windows 10,İK,Yönetici
U4295,SMS,2025-05-09 14:31:32,10.0.228.30,HR System,Chrome,Windows 10,İK,Yönetici
U4295,SMS,2025-05-05 15:14:40,10.0.228.30,CRM,Edge,Windows 10,İK,Yönetici
U4296,SMS,2025-05-11 14:38:43,172.24.0.6,CRM,Firefox,Windows 10,Bilgi İşlem,Uzman
U4296,SMS,2025-05-26 16:49:31,172.24.0.6,HR System,Firefox,Windows 10,Bilgi İşlem,Uzman
U4296,OTP,2025-05-26 12:34:21,172.24.0.6,CRM,Safari,Windows 10,Bilgi İşlem,Uzman
U4297,SMS,2025-05-28 14:28:20,10.66.204.58,HR System,Chrome,Windows 10,İK,Takım Lideri
U4297,OTP,2025-05-10 18:55:49,10.66.204.58,CRM,Chrome,Windows 10,İK,Takım Lideri
U4297,SMS,2025-05-04 14:31:48,10.66.204.58,HR System,Firefox,Windows 10,İK,Takım Lideri
U4298,SMS,2025-05-17 16:54:10,192.168.39.130,HR System,Chrome,Linux,İK,Stajyer
U4298,Mail,2025-05-25 17:43:22,192.168.39.130,HR System,Chrome,Windows 10,İK,Stajyer
U4298,OTP,2025-05-12 10:53:23,192.168.39.130,CRM,Firefox,Windows 10,İK,Stajyer
U4299,SMS,2025-05-14 14:22:22,172.26.148.231,CRM,Chrome,Windows 10,İK,Takım Lideri
U4299,SMS,2025-05-23 20:05:58,192.168.31.240,HR System,Chrome,macOS,İK,Takım Lideri
U4299,SMS,2025-05-11 10:01:34,172.26.148.231,HR System,Chrome,Linux,İK,Takım Lideri
U4300,SMS,2025-05-11 15:37:01,172.31.195.145,HR System,Chrome,Windows 10,Finans,Takım Lideri
U4300,SMS,2025-05-22 07:06:44,172.25.249.135,HR System,Safari,Linux,Finans,Takım Lideri
U4300,SMS,2025-05-20 18:21:10,172.31.195.145,HR System,Chrome,Windows 10,Finans,Takım Lideri
U4301,Mail,2025-05-10 12:16:03,192.168.116.45,HR System,Edge,Windows 10,Bilgi İşlem,Uzman
U4301,SMS,2025-05-19 09:45:54,192.168.116.45,HR System,Chrome,Windows 10,Bilgi İşlem,Uzman
U4301,SMS,2025-05-07 16:30:27,192.168.116.45,CRM,Firefox,Windows 10,Bilgi İşlem,Uzman
U4302,SMS,2025-05-07 18:34:20,192.168.55.159,HR System,Firefox,Windows 10,Finans,Stajyer
U4302,SMS,2025-05-01 16:11:56,192.168.55.159,CRM,Chrome,Windows 10,Finans,Stajyer
U4302,SMS,2025-05-21 15:17:59,192.168.55.159,HR System,Safari,macOS,Finans,Stajyer
U4303,SMS,2025-05-08 13:29:09,172.27.133.181,HR System,Edge,Windows 10,Bilgi İşlem,Uzman
U4303,SMS,2025-05-28 09:40:13,172.27.133.181,HR System,Firefox,Windows 10,Bilgi İşlem,Uzman
U4303,SMS,2025-05-08 17:15:25,172.27.133.181,CRM,Chrome,macOS,Bilgi İşlem,Uzman
U4304,SMS,2025-05-14 15:35:27,172.20.42.69,CRM,Chrome,Windows 10,Finans,Stajyer
U4304,SMS,2025-05-26 08:16:50,172.20.42.69,CRM,Firefox,Windows 10,Finans,Stajyer
U4304,OTP,2025-05-02 15:50:01,172.20.42.69,CRM,Chrome,Windows 10,Finans,Stajyer
U4305,SMS,2025-05-03 13:42:42,192.168.249.186,CRM,Chrome,Windows 10,Bilgi İşlem,Stajyer
U4305,SMS,2025-05-17 16:59:07,192.168.249.186,HR System,Chrome,Windows 10,Bilgi İşlem,Stajyer
U4305,SMS,2025-05-26 17:07:49,192.168.249.186,HR System,Edge,macOS,Bilgi İşlem,Stajyer
U4306,Mail,2025-05-07 10:06:11,10.82.1.152,HR System,Chrome,macOS,İK,Uzman
U4306,SMS,2025-05-12 08:31:34,10.82.1.152,CRM,Chrome,Windows 10,İK,Uzman
U4306,Mail,2025-05-26 18:15:17,10.82.1.152,HR System,Chrome,Windows 10,İK,Uzman
U4307,OTP,2025-05-02 18:57:38,10.243.9.207,CRM,Firefox,macOS,Finans,Takım Lideri
U4307,SMS,2025-05-13 11:16:35,10.243.9.207,HR System,Safari,Windows 10,Finans,Takım Lideri
